name,price,stars,rating_count,feature_bullets,images,variant_data
"2018 Apple iPad 6th Gen (9.7- inch, Wi-Fi, 128GB)- Space gray (Renewed)",$177.30 ,4.6 out of 5 stars,,"9.7"" Multi-Touch Retina Display 2048 x 1536 Screen Resolution (264 ppi),Apple A10 Fusion SoC and M10 Coprocessor 4G LTE | 802.11ac Wi-Fi | Bluetooth 4.11,Front 1.2MP FaceTime HD Camera Rear 8MP Camera,Apple Pencil Support Night Shift | Touch ID Sensor","[{'hiRes': 'https://m.media-amazon.com/images/I/81qK4+EC+cL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/51qvMckG2dL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51qvMckG2dL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/81qK4+EC+cL._AC_SY355_.jpg': [355, 309], 'https://m.media-amazon.com/images/I/81qK4+EC+cL._AC_SY450_.jpg': [450, 392], 'https://m.media-amazon.com/images/I/81qK4+EC+cL._AC_SX425_.jpg': [488, 425], 'https://m.media-amazon.com/images/I/81qK4+EC+cL._AC_SX466_.jpg': [535, 466], 'https://m.media-amazon.com/images/I/81qK4+EC+cL._AC_SX522_.jpg': [599, 522], 'https://m.media-amazon.com/images/I/81qK4+EC+cL._AC_SX569_.jpg': [653, 569], 'https://m.media-amazon.com/images/I/81qK4+EC+cL._AC_SX679_.jpg': [779, 679]}, 'variant': 'MAIN', 'lowRes': None, 'shoppableScene': None}, {'hiRes': None, 'thumb': 'https://m.media-amazon.com/images/I/31clTwlnBYL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31clTwlnBYL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/31clTwlnBYL._AC_SX355_.jpg': [322, 355], 'https://m.media-amazon.com/images/I/31clTwlnBYL._AC_SX450_.jpg': [409, 450], 'https://m.media-amazon.com/images/I/31clTwlnBYL._AC_SX425_.jpg': [386, 425], 'https://m.media-amazon.com/images/I/31clTwlnBYL._AC_SX466_.jpg': [423, 466], 'https://m.media-amazon.com/images/I/31clTwlnBYL._AC_.jpg': [454, 500]}, 'variant': 'PT01', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/51NrDD+pD+L._AC_SL1263_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/314N4arPd+L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/314N4arPd+L._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/51NrDD+pD+L._AC_SY355_.jpg': [355, 141], 'https://m.media-amazon.com/images/I/51NrDD+pD+L._AC_SY450_.jpg': [450, 178], 'https://m.media-amazon.com/images/I/51NrDD+pD+L._AC_SY550_.jpg': [550, 218], 'https://m.media-amazon.com/images/I/51NrDD+pD+L._AC_SY606_.jpg': [606, 240], 'https://m.media-amazon.com/images/I/51NrDD+pD+L._AC_SY679_.jpg': [679, 269], 'https://m.media-amazon.com/images/I/51NrDD+pD+L._AC_SY741_.jpg': [741, 293], 'https://m.media-amazon.com/images/I/51NrDD+pD+L._AC_SY879_.jpg': [879, 348]}, 'variant': 'PT02', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/81CuAXMPFOL._AC_SL1456_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/51+A0kYFXoL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51+A0kYFXoL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/81CuAXMPFOL._AC_SX355_.jpg': [294, 355], 'https://m.media-amazon.com/images/I/81CuAXMPFOL._AC_SX450_.jpg': [372, 450], 'https://m.media-amazon.com/images/I/81CuAXMPFOL._AC_SX425_.jpg': [351, 425], 'https://m.media-amazon.com/images/I/81CuAXMPFOL._AC_SX466_.jpg': [385, 466], 'https://m.media-amazon.com/images/I/81CuAXMPFOL._AC_SX522_.jpg': [432, 522], 'https://m.media-amazon.com/images/I/81CuAXMPFOL._AC_SX569_.jpg': [471, 569], 'https://m.media-amazon.com/images/I/81CuAXMPFOL._AC_SX679_.jpg': [561, 679]}, 'variant': 'PT03', 'lowRes': None, 'shoppableScene': None}, {'hiRes': None, 'thumb': 'https://m.media-amazon.com/images/I/51sd8A3AJXL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51sd8A3AJXL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/51sd8A3AJXL._AC_SY355_.jpg': [355, 307], 'https://m.media-amazon.com/images/I/51sd8A3AJXL._AC_SY450_.jpg': [450, 389], 'https://m.media-amazon.com/images/I/51sd8A3AJXL._AC_SX425_.jpg': [492, 425], 'https://m.media-amazon.com/images/I/51sd8A3AJXL._AC_.jpg': [500, 432]}, 'variant': 'PT04', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/81pl4V244wL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/51Hv4dO-+NL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51Hv4dO-+NL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/81pl4V244wL._AC_SY355_.jpg': [355, 252], 'https://m.media-amazon.com/images/I/81pl4V244wL._AC_SY450_.jpg': [450, 319], 'https://m.media-amazon.com/images/I/81pl4V244wL._AC_SY550_.jpg': [550, 390], 'https://m.media-amazon.com/images/I/81pl4V244wL._AC_SY606_.jpg': [606, 429], 'https://m.media-amazon.com/images/I/81pl4V244wL._AC_SY679_.jpg': [679, 481], 'https://m.media-amazon.com/images/I/81pl4V244wL._AC_SY741_.jpg': [741, 525], 'https://m.media-amazon.com/images/I/81pl4V244wL._AC_SY879_.jpg': [879, 623]}, 'variant': 'PT05', 'lowRes': None, 'shoppableScene': None}, {'hiRes': None, 'thumb': 'https://m.media-amazon.com/images/I/41Rv4WKkhML._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41Rv4WKkhML._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/41Rv4WKkhML._AC_SX355_.jpg': [279, 355], 'https://m.media-amazon.com/images/I/41Rv4WKkhML._AC_SX450_.jpg': [354, 450], 'https://m.media-amazon.com/images/I/41Rv4WKkhML._AC_SX425_.jpg': [334, 425], 'https://m.media-amazon.com/images/I/41Rv4WKkhML._AC_SX466_.jpg': [366, 466], 'https://m.media-amazon.com/images/I/41Rv4WKkhML._AC_.jpg': [393, 500]}, 'variant': 'PT06', 'lowRes': None, 'shoppableScene': None}, {'hiRes': None, 'thumb': 'https://m.media-amazon.com/images/I/21OMbNe50mL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/21OMbNe50mL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/21OMbNe50mL._AC_SX355_.jpg': [241, 355], 'https://m.media-amazon.com/images/I/21OMbNe50mL._AC_SX450_.jpg': [306, 450], 'https://m.media-amazon.com/images/I/21OMbNe50mL._AC_SX425_.jpg': [289, 425], 'https://m.media-amazon.com/images/I/21OMbNe50mL._AC_SX466_.jpg': [317, 466], 'https://m.media-amazon.com/images/I/21OMbNe50mL._AC_.jpg': [340, 500]}, 'variant': 'PT07', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/71jY4CIgN9L._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/51YknwnTW+L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51YknwnTW+L._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/71jY4CIgN9L._AC_SX355_.jpg': [272, 355], 'https://m.media-amazon.com/images/I/71jY4CIgN9L._AC_SX450_.jpg': [345, 450], 'https://m.media-amazon.com/images/I/71jY4CIgN9L._AC_SX425_.jpg': [326, 425], 'https://m.media-amazon.com/images/I/71jY4CIgN9L._AC_SX466_.jpg': [357, 466], 'https://m.media-amazon.com/images/I/71jY4CIgN9L._AC_SX522_.jpg': [400, 522], 'https://m.media-amazon.com/images/I/71jY4CIgN9L._AC_SX569_.jpg': [436, 569], 'https://m.media-amazon.com/images/I/71jY4CIgN9L._AC_SX679_.jpg': [521, 679]}, 'variant': 'PT08', 'lowRes': None, 'shoppableScene': None}]",
"Apple 2021 11-inch iPad Pro (Wi-Fi, 1TB) - Silver with AppleCare+ (2 Years)","$1,628.99 ",5 out of 5 stars,,"Apple M1 chip for next-level performance,Stunning 11-inch Liquid Retina display with ProMotion, True Tone, and P3 wide color,TrueDepth camera system featuring Ultra Wide front camera with Center Stage,AppleCare+ for iPad extends your repair coverage and technical support to two years from your AppleCare+ purchase date,It adds coverage for up to two incidents of accidental damage protection every 12 months, each subject to a service fee of $49 for your iPad and $29 for Apple Pencil or Apple- branded iPad keyboard, plus applicable tax,Get 24/7 priority access to Apple experts by chat or phone","[{'hiRes': 'https://m.media-amazon.com/images/I/71TUZPsvieL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/41JNKYZXntL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41JNKYZXntL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/71TUZPsvieL._AC_SX342_.jpg': [342, 342], 'https://m.media-amazon.com/images/I/71TUZPsvieL._AC_SX385_.jpg': [385, 385], 'https://m.media-amazon.com/images/I/71TUZPsvieL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/71TUZPsvieL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/71TUZPsvieL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/71TUZPsvieL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/71TUZPsvieL._AC_SX679_.jpg': [679, 679]}, 'variant': 'MAIN', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/71RgbeZfVEL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/410nSgaoa+L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/410nSgaoa+L._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/71RgbeZfVEL._AC_SX342_.jpg': [342, 342], 'https://m.media-amazon.com/images/I/71RgbeZfVEL._AC_SX385_.jpg': [385, 385], 'https://m.media-amazon.com/images/I/71RgbeZfVEL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/71RgbeZfVEL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/71RgbeZfVEL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/71RgbeZfVEL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/71RgbeZfVEL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT01', 'lowRes': None, 'shoppableScene': None}]","{""B0B8G7SM4Z"":[""WiFi"",""1T"",""Silver"",""With AppleCare+ (2 Years)""],""B0B8GKKJ4G"":[""WiFi + Cellular"",""2T"",""Silver"",""With AppleCare+ (2 Years)""],""B0B8G7V2ML"":[""WiFi + Cellular"",""2T"",""Space Gray"",""With AppleCare+ (2 Years)""]}"
"2021 Apple iPad Mini 6 (8.3 inch, Wi-Fi, 64GB) Starlight (Renewed)",$376.52 ,4.5 out of 5 stars,,"Gorgeous 8.3-inch Liquid Retina display with True Tone - A15 Bionic chip with Neural Engine,12MP Wide back camera, 12MP Ultra Wide front camera with Center Stage,Stay connected with ultrafast Wi-Fi 6 - Up to 256GB storage - Comes in 4 colors,Up to 10 hours of battery life - Touch ID for secure authentication and Apple Pay,USB-C connector for charging and accessories - Supports Apple Pencil (2nd generation)","[{'hiRes': 'https://m.media-amazon.com/images/I/71Ys2ZO5nbL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/41t0rIadz6L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41t0rIadz6L._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/71Ys2ZO5nbL._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/71Ys2ZO5nbL._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/71Ys2ZO5nbL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/71Ys2ZO5nbL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/71Ys2ZO5nbL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/71Ys2ZO5nbL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/71Ys2ZO5nbL._AC_SX679_.jpg': [679, 679]}, 'variant': 'MAIN', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/61Indc++OeL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/31Xq8tQFFxL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31Xq8tQFFxL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/61Indc++OeL._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/61Indc++OeL._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/61Indc++OeL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/61Indc++OeL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/61Indc++OeL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/61Indc++OeL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/61Indc++OeL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT01', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/91OMcGukknL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/31D2nOk5nVL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31D2nOk5nVL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/91OMcGukknL._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/91OMcGukknL._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/91OMcGukknL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/91OMcGukknL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/91OMcGukknL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/91OMcGukknL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/91OMcGukknL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT02', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/81gMbNbCNdL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/41P67x4F5VL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41P67x4F5VL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/81gMbNbCNdL._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/81gMbNbCNdL._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/81gMbNbCNdL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/81gMbNbCNdL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/81gMbNbCNdL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/81gMbNbCNdL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/81gMbNbCNdL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT03', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/71PhF9nGVFL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/41Xs72sNDvL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41Xs72sNDvL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/71PhF9nGVFL._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/71PhF9nGVFL._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/71PhF9nGVFL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/71PhF9nGVFL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/71PhF9nGVFL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/71PhF9nGVFL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/71PhF9nGVFL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT04', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/614gGAo5MnL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/311MMzW3I+L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/311MMzW3I+L._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/614gGAo5MnL._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/614gGAo5MnL._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/614gGAo5MnL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/614gGAo5MnL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/614gGAo5MnL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/614gGAo5MnL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/614gGAo5MnL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT05', 'lowRes': None, 'shoppableScene': None}]","{""B09HSDGP9K"":[""WiFi"",""64GB"",""Pink""],""B09Q9VCSGS"":[""WiFi + Cellular"",""64GB"",""Pink""],""B09MJDRH88"":[""WiFi + Cellular"",""64GB"",""Space Gray""],""B09J6K6Y21"":[""WiFi"",""64GB"",""Space Gray""],""B0B358P3YL"":[""WiFi"",""256GB"",""Pink""],""B0B323HR3Z"":[""WiFi + Cellular"",""256GB"",""Pink""],""B09MJGKM92"":[""WiFi + Cellular"",""256GB"",""Starlight""],""B09HN386WD"":[""WiFi"",""256GB"",""Starlight""],""B09MJH4S3K"":[""WiFi"",""256GB"",""Purple""],""B09MJHRDYM"":[""WiFi + Cellular"",""256GB"",""Purple""],""B09MJHJ6FB"":[""WiFi"",""64GB"",""Starlight""],""B09J41B4JJ"":[""WiFi"",""256GB"",""Space Gray""],""B09MJDY4J5"":[""WiFi + Cellular"",""64GB"",""Purple""],""B09MJGF2CX"":[""WiFi + Cellular"",""64GB"",""Starlight""],""B09MJH5VQ4"":[""WiFi + Cellular"",""256GB"",""Space Gray""],""B09JN51T59"":[""WiFi"",""64GB"",""Purple""]}"
Apple iPad Air 2 WiFI 64GB Silver (Renewed),$149.00 ,4.2 out of 5 stars,,,"[{'hiRes': 'https://m.media-amazon.com/images/I/61+BCKle6UL._AC_SL1200_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/41QjlWTRAlL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41QjlWTRAlL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/61+BCKle6UL._AC_SX355_.jpg': [266, 355], 'https://m.media-amazon.com/images/I/61+BCKle6UL._AC_SX450_.jpg': [338, 450], 'https://m.media-amazon.com/images/I/61+BCKle6UL._AC_SX425_.jpg': [319, 425], 'https://m.media-amazon.com/images/I/61+BCKle6UL._AC_SX466_.jpg': [350, 466], 'https://m.media-amazon.com/images/I/61+BCKle6UL._AC_SX522_.jpg': [392, 522], 'https://m.media-amazon.com/images/I/61+BCKle6UL._AC_SX569_.jpg': [427, 569], 'https://m.media-amazon.com/images/I/61+BCKle6UL._AC_SX679_.jpg': [509, 679]}, 'variant': 'MAIN', 'lowRes': None, 'shoppableScene': None}, {'hiRes': None, 'thumb': 'https://m.media-amazon.com/images/I/41A9WdDGJ4L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41A9WdDGJ4L._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/41A9WdDGJ4L._AC_SX355_.jpg': [266, 355], 'https://m.media-amazon.com/images/I/41A9WdDGJ4L._AC_SX450_.jpg': [338, 450], 'https://m.media-amazon.com/images/I/41A9WdDGJ4L._AC_SX425_.jpg': [319, 425], 'https://m.media-amazon.com/images/I/41A9WdDGJ4L._AC_SX466_.jpg': [350, 466], 'https://m.media-amazon.com/images/I/41A9WdDGJ4L._AC_.jpg': [375, 500]}, 'variant': 'PT01', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/21xfsMP8LYL._AC_SL1056_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/11idRQldw1L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/11idRQldw1L._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/21xfsMP8LYL._AC_SX355_.jpg': [21, 355], 'https://m.media-amazon.com/images/I/21xfsMP8LYL._AC_SX450_.jpg': [26, 450], 'https://m.media-amazon.com/images/I/21xfsMP8LYL._AC_SX425_.jpg': [25, 425], 'https://m.media-amazon.com/images/I/21xfsMP8LYL._AC_SX466_.jpg': [27, 466], 'https://m.media-amazon.com/images/I/21xfsMP8LYL._AC_SX522_.jpg': [31, 522], 'https://m.media-amazon.com/images/I/21xfsMP8LYL._AC_SX569_.jpg': [33, 569], 'https://m.media-amazon.com/images/I/21xfsMP8LYL._AC_SX679_.jpg': [40, 679]}, 'variant': 'PT02', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/51qdB8J3zfL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/31iMGAI8nPL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31iMGAI8nPL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/51qdB8J3zfL._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/51qdB8J3zfL._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/51qdB8J3zfL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/51qdB8J3zfL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/51qdB8J3zfL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/51qdB8J3zfL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/51qdB8J3zfL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT90', 'lowRes': None, 'shoppableScene': None}]",
